"BEFRAGUNG_TYP_ID","FGR_NRWBUND_LTXT","ABSCHLUSS_DTXT","GESCHLECHT_LTXT","FACHSEMESTER","KOEPFE","KOEPFE_RUECKLAUF"
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","weiblich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,1
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
"EB","Geisteswissenschaften","Bachelor 1-Fach","männlich","",1,0
